day,IS_MEMBER,TYPE,COUNT,AVG_DURATION,MIN_DURATION,MAX_DURATION,STDDEV_DURATION
2020-10-14,false,docked_bike,2744,29.538994169,1,1382,59.208081171038081
2020-10-14,false,electric_bike,2305,18.940563991,1,202,19.704727702383529
2020-10-14,true,docked_bike,6639,13.72827233,1,1419,21.932525356576914
2020-10-14,true,electric_bike,3345,12.960538117,1,372,15.213918486190581
2020-10-15,false,docked_bike,1838,24.251360174,1,931,45.780820211504135
2020-10-15,false,electric_bike,2019,15.818226845,1,194,16.647293682458638
2020-10-15,true,docked_bike,5287,12.544732362,1,803,17.176523024713582
2020-10-15,true,electric_bike,3174,11.450850662,1,105,10.148268073767206
2020-10-16,false,docked_bike,2123,39.69477155,1,1432,109.07381722198305
2020-10-16,false,electric_bike,1980,18.636363636,1,479,28.627211941517047
2020-10-16,true,docked_bike,4500,19.970888889,1,1430,72.039497170255217
2020-10-16,true,electric_bike,2961,12.092198582,1,392,15.706419093436953
2020-10-17,false,docked_bike,3917,36.880010212,1,1392,75.475619986564467
2020-10-17,false,electric_bike,3031,21.43747938,1,430,25.03696971094908
2020-10-17,true,docked_bike,4425,14.781242938,1,1041,26.17851900341514
2020-10-17,true,electric_bike,2871,12.446185998,1,139,11.661507080263224
2020-10-18,false,docked_bike,828,30.597826087,1,1123,67.180151809939133
2020-10-18,false,electric_bike,1011,16.615232443,1,117,17.376420390258946
2020-10-18,true,docked_bike,1872,13.563034188,1,809,31.5180602307349
2020-10-18,true,electric_bike,1410,10.963829787,1,337,14.832042066335722
2020-10-19,false,docked_bike,808,26.382425743,1,1420,78.998126547888262
2020-10-19,false,electric_bike,1004,16.933266932,1,475,24.418955492303958
2020-10-19,true,docked_bike,3305,12.37397882,1,1293,26.616829286455246
2020-10-19,true,electric_bike,2230,10.595964126,1,119,9.7167269138324315
2020-10-20,false,docked_bike,994,22.52917505,1,227,26.487832784834726
2020-10-20,false,electric_bike,1262,13.797939778,1,119,12.806108469750054
2020-10-20,true,docked_bike,4172,12.128475551,1,298,11.468046577640353
2020-10-20,true,electric_bike,2662,10.481592787,1,144,9.836312423420047
2020-10-21,false,docked_bike,1318,27.594081942,1,911,42.307314106293504
2020-10-21,false,electric_bike,1397,16.552612742,1,479,24.748807957577274
2020-10-21,true,docked_bike,4628,13.173076923,1,993,20.688611879290551
2020-10-21,true,electric_bike,2764,10.897250362,1,103,9.5479371527150274
2020-10-22,false,docked_bike,2087,33.075227599,1,1271,73.702373507868032
2020-10-22,false,electric_bike,2350,21.060851064,1,348,22.558711090933386
2020-10-22,true,docked_bike,5305,14.407163054,1,630,15.704328199113695
2020-10-22,true,electric_bike,3187,12.642610606,1,166,12.808991555255915
2020-10-23,false,docked_bike,747,28.310575636,1,1148,76.57717796670677
2020-10-23,false,electric_bike,1145,14.720524017,1,480,20.438181746130233
2020-10-23,true,docked_bike,2840,11.334507042,1,105,9.2344696102345125
2020-10-23,true,electric_bike,2165,10.516397229,1,240,11.378450275366994
2020-10-24,false,docked_bike,2821,32.571783056,1,1352,45.647341645900376
2020-10-24,false,electric_bike,2413,20.559883962,1,161,20.693114113708521
2020-10-24,true,docked_bike,4203,14.342850345,1,489,14.516958280541369
2020-10-24,true,electric_bike,2741,13.463334549,1,479,16.729292635275826
2020-10-25,false,docked_bike,1627,30.279655808,1,1379,50.503352999297348
2020-10-25,false,electric_bike,1605,18.714018692,1,268,19.800747878815038
2020-10-25,true,docked_bike,3071,13.660045588,1,1043,22.378024874028906
2020-10-25,true,electric_bike,2085,11.531414868,1,479,15.592274916986208
2020-10-26,false,docked_bike,533,20.99249531,1,252,27.624117653554251
2020-10-26,false,electric_bike,800,12.88375,1,140,13.481941104214185
2020-10-26,true,docked_bike,3097,12.32160155,1,1049,23.814776624644796
2020-10-26,true,electric_bike,2047,9.896433806,1,479,13.983346294921803
2020-10-27,false,docked_bike,477,24.662473795,1,753,56.736964503312585
2020-10-27,false,electric_bike,740,14.624324324,1,147,17.048324089868544
2020-10-27,true,docked_bike,2924,13.940834473,1,1229,36.391598132331751
2020-10-27,true,electric_bike,1911,10.048142334,1,135,9.1005077720245264
2020-10-28,false,docked_bike,1085,26.231336406,1,692,37.180255086001
2020-10-28,false,electric_bike,1320,14.983333333,1,479,19.444552741401157
2020-10-28,true,docked_bike,4452,12.877358491,1,290,12.841603947492727
2020-10-28,true,electric_bike,2629,10.922784329,1,131,10.059452883909172
2020-10-29,false,docked_bike,744,20.264784946,1,231,25.535365455231819
2020-10-29,false,electric_bike,1171,12.72587532,1,178,13.243853801536728
2020-10-29,true,docked_bike,3485,11.446197991,1,420,13.106616793271918
2020-10-29,true,electric_bike,2593,10.347473968,1,174,9.22211509617428
2020-10-30,false,docked_bike,1154,26.110051993,1,811,45.378659344609424
2020-10-30,false,electric_bike,1510,15.866887417,1,185,17.277444707185193
2020-10-30,true,docked_bike,3938,12.954799391,1,577,19.500738707287294
2020-10-30,true,electric_bike,2621,11.564669973,1,480,16.835518317194598
2020-10-31,false,docked_bike,2837,36.681001057,1,1439,82.404985942157936
2020-10-31,false,electric_bike,2586,21.80007734,1,244,21.992103272217037
2020-10-31,true,docked_bike,4492,15.880454141,1,1439,33.556881454287769
2020-10-31,true,electric_bike,3026,12.970918705,1,201,12.329142163150724
2020-11-01,false,docked_bike,840,29.388095238,1,976,60.377123160463576
2020-11-01,false,electric_bike,1119,16.028596962,1,166,18.72779196926307
2020-11-01,true,docked_bike,2146,12.438956198,1,402,14.03424953299174
2020-11-01,true,electric_bike,1723,10.580383053,1,133,10.624045945959582
2020-11-02,false,docked_bike,902,26.751662971,1,1126,49.401589475330368
2020-11-02,false,electric_bike,1082,15.21349353,1,175,16.544559307929028
2020-11-02,true,docked_bike,3595,12.054520167,1,408,15.506858943157154
2020-11-02,true,electric_bike,2403,10.181439867,1,117,9.6375620277412715
2020-11-03,false,docked_bike,1720,32.320930233,1,1398,71.135429494501722
2020-11-03,false,electric_bike,1926,18.418483904,1,138,18.592066972110214
2020-11-03,true,docked_bike,4974,14.111781263,1,944,25.713985630782858
2020-11-03,true,electric_bike,3123,12.254242715,1,249,12.799947607411859
2020-11-04,false,docked_bike,1846,32.77843987,1,1335,73.436164088609644
2020-11-04,false,electric_bike,1884,21.057324841,1,479,24.886790475864807
2020-11-04,true,docked_bike,4995,14.071671672,1,655,18.324831998577352
2020-11-04,true,electric_bike,3062,12.442847812,1,290,13.36907017523847
2020-11-05,false,docked_bike,1855,30.626415094,1,1405,56.123708688092449
2020-11-05,false,electric_bike,2098,19.563870353,1,338,23.136700954635284
2020-11-05,true,docked_bike,4971,13.594447797,1,650,14.505240881398681
2020-11-05,true,electric_bike,3245,11.817565485,1,226,11.34664614169394
2020-11-06,false,docked_bike,3303,39.50862852,1,1375,86.215874185537928
2020-11-06,false,electric_bike,2931,21.404298874,1,242,22.789244784964907
2020-11-06,true,docked_bike,5825,14.62695279,1,373,15.101444483176367
2020-11-06,true,electric_bike,3716,12.721743811,1,212,12.461331828144923
2020-11-07,false,docked_bike,7570,41.164332893,1,1435,64.5838334383762
2020-11-07,false,electric_bike,4990,27.17755511,1,232,25.536663438939243
2020-11-07,true,docked_bike,6832,17.68574356,1,1247,21.441721199454307
2020-11-07,true,electric_bike,3943,15.888156226,1,222,15.405003920856826
2020-11-08,false,docked_bike,5739,40.733228786,1,1432,56.871591027961244
2020-11-08,false,electric_bike,3510,28.013675214,1,207,27.31348739387396
2020-11-08,true,docked_bike,5684,17.495073892,1,326,15.793713630121623
2020-11-08,true,electric_bike,3150,15.685714286,1,209,16.359501458842182
2020-11-09,false,docked_bike,2649,37.489996225,1,1279,54.971147876567791
2020-11-09,false,electric_bike,2287,22.122431132,1,227,23.073291707984779
2020-11-09,true,docked_bike,5728,13.866969274,1,377,12.350648481341796
2020-11-09,true,electric_bike,3172,12.623581337,1,235,12.286442513830202
2020-11-10,false,docked_bike,1186,26.806070826,1,1112,56.062671179124706
2020-11-10,false,electric_bike,1359,18.715967623,1,185,21.036608539034013
2020-11-10,true,docked_bike,4003,12.494129403,1,1224,23.064586959915815
2020-11-10,true,electric_bike,2368,11.131756757,1,109,10.095759660868612
2020-11-11,false,docked_bike,977,24.921187308,1,1051,52.29769650565958
2020-11-11,false,electric_bike,1204,15.886212625,1,176,18.17882313497579
2020-11-11,true,docked_bike,3833,12.003130707,1,262,11.747006573213815
2020-11-11,true,electric_bike,2598,10.704772902,1,132,10.300163321051928
2020-11-12,false,docked_bike,1068,24.779026217,1,1086,44.473299760205677
2020-11-12,false,electric_bike,1299,15.24865281,1,125,14.78354694617601
2020-11-12,true,docked_bike,3876,12.088235294,1,546,13.509827324844439
2020-11-12,true,electric_bike,2707,10.816771334,1,218,11.023987657466879
2020-11-13,false,docked_bike,992,24.35483871,1,283,27.112837260766792
2020-11-13,false,electric_bike,1224,15.349673203,1,156,16.269290708406476
2020-11-13,true,docked_bike,3322,12.295304034,1,1112,22.402019633670239
2020-11-13,true,electric_bike,2465,10.623529412,1,290,11.730763205910822
2020-11-14,false,docked_bike,1225,32.483265306,1,1385,91.612885231053525
2020-11-14,false,electric_bike,1278,18.108763693,1,264,19.647238789592553
2020-11-14,true,docked_bike,2534,12.99210734,1,662,17.458348698672875
2020-11-14,true,electric_bike,1983,11.304589007,1,134,11.110820942992998
2020-11-15,false,docked_bike,383,29.90078329,1,1060,79.751085176653362
2020-11-15,false,electric_bike,587,15.65758092,1,193,19.519010685340152
2020-11-15,true,docked_bike,1236,10.852750809,1,116,9.72831588577913
2020-11-15,true,electric_bike,1189,9.994953743,1,139,11.223397468403798
2020-11-16,false,docked_bike,760,23.342105263,1,1021,44.842576288605969
2020-11-16,false,electric_bike,863,15.3198146,1,479,21.570003289576114
2020-11-16,true,docked_bike,3328,11.789963942,1,184,10.487747326718186
2020-11-16,true,electric_bike,2085,11.011990408,1,132,11.135026944514498
2020-11-17,false,docked_bike,637,23.491365777,1,295,31.923112164783674
2020-11-17,false,electric_bike,753,13.09561753,1,101,11.919446069569535
2020-11-17,true,docked_bike,3115,12.376565008,1,844,22.377939214363082
2020-11-17,true,electric_bike,1980,10.662626263,1,208,11.033251724119918
2020-11-18,false,docked_bike,739,23.955345061,1,357,31.322313385422653
2020-11-18,false,electric_bike,935,14.34973262,1,182,15.569153564316101
2020-11-18,true,docked_bike,3354,12.157423971,1,1416,26.324071347393385
2020-11-18,true,electric_bike,2192,11.232664234,1,213,12.085713900845921
2020-11-19,false,docked_bike,1246,28.820224719,1,789,44.6556984579226
2020-11-19,false,electric_bike,1421,17.902885292,1,206,19.795125861203168
2020-11-19,true,docked_bike,3936,13.181656504,1,939,19.280958605206045
2020-11-19,true,electric_bike,2482,11.335213537,1,206,11.0940071795946
2020-11-20,false,docked_bike,1477,31.320243737,1,1157,57.928816804118796
2020-11-20,false,electric_bike,1525,18.051803279,1,167,17.837718510678958
2020-11-20,true,docked_bike,4211,13.692472097,1,935,18.673949712220519
2020-11-20,true,electric_bike,2509,12.824232762,1,345,14.367292227480009
2020-11-21,false,docked_bike,1423,32.904427266,1,1153,73.582099524411475
2020-11-21,false,electric_bike,1267,18.101026046,1,299,20.109939911417861
2020-11-21,true,docked_bike,3087,13.572400389,1,543,16.748618425083624
2020-11-21,true,electric_bike,1988,12.42555332,1,191,11.74618354671648
2020-11-22,false,docked_bike,817,32.1750306,1,863,45.196700124129045
2020-11-22,false,electric_bike,779,18.527599487,1,176,19.6326388732748
2020-11-22,true,docked_bike,2063,15.175472613,1,1417,36.19768847526192
2020-11-22,true,electric_bike,1259,12.184273233,1,156,12.22327525626724
2020-11-23,false,docked_bike,748,28.701871658,1,1114,50.390567052115969
2020-11-23,false,electric_bike,790,17.616455696,1,209,18.084708768331854
2020-11-23,true,docked_bike,2996,12.234646195,1,232,11.753021991935212
2020-11-23,true,electric_bike,1766,11.328425821,1,212,12.10096991292016
2020-11-24,false,docked_bike,211,30.488151659,1,1345,96.927996933159775
2020-11-24,false,electric_bike,307,14.605863192,1,142,15.03062123611325
2020-11-24,true,docked_bike,1301,11.475787855,1,208,12.458524190055391
2020-11-24,true,electric_bike,925,9.761081081,1,70,8.9317047747121077
2020-11-25,false,docked_bike,338,29.713017751,1,901,66.626779153435223
2020-11-25,false,electric_bike,337,14.694362018,1,114,14.827946916420474
2020-11-25,true,docked_bike,1574,14.867852605,1,1239,54.113266037158226
2020-11-25,true,electric_bike,956,10.839958159,1,198,11.802440780044192
2020-11-26,false,docked_bike,667,36.409295352,1,1058,55.811140929274238
2020-11-26,false,electric_bike,515,21.077669903,1,135,21.045899593894262
2020-11-26,true,docked_bike,1460,14.70890411,1,274,14.714294704879263
2020-11-26,true,electric_bike,888,12.820945946,1,151,12.409516219372936
2020-11-27,false,docked_bike,979,35.290091931,1,1182,63.7384659909236
2020-11-27,false,electric_bike,779,19.881899872,1,142,19.511266446381875
2020-11-27,true,docked_bike,2262,14.780725022,1,186,13.780476066017632
2020-11-27,true,electric_bike,1228,12.90228013,1,243,14.288735957285791
2020-11-28,false,docked_bike,1711,38.611338399,1,1410,58.087071324658964
2020-11-28,false,electric_bike,1137,25.845206684,1,479,28.987377175442614
2020-11-28,true,docked_bike,2756,16.112481858,1,605,18.115268826812038
2020-11-28,true,electric_bike,1525,14.501639344,1,171,13.659878930448746
2020-11-29,false,docked_bike,1021,31.056807052,1,1075,45.970998663403705
2020-11-29,false,electric_bike,774,18.772609819,1,118,19.28442019302349
2020-11-29,true,docked_bike,2273,14.653321601,1,295,15.457715444063206
2020-11-29,true,electric_bike,1283,12.293842557,1,300,14.813525800879065
2020-11-30,false,docked_bike,277,19.137184116,1,189,26.438320495575194
2020-11-30,false,electric_bike,373,13.721179625,1,188,14.214085326350968
2020-11-30,true,docked_bike,2083,10.616418627,1,372,12.245420406142339
2020-11-30,true,electric_bike,1146,9.523560209,1,94,8.7444753875286221
2020-12-01,false,docked_bike,359,23.559888579,1,1138,66.202198551285264
2020-12-01,false,electric_bike,393,14.142493639,1,148,15.582663129883326
2020-12-01,true,docked_bike,2409,11.381486094,1,485,14.393716836990786
2020-12-01,true,electric_bike,1280,9.75,1,138,9.4008809427627575
2020-12-02,false,classic_bike,40,30.75,2,178,38.761933646297884
2020-12-02,false,docked_bike,513,24.397660819,1,412,36.338962952268737
2020-12-02,false,electric_bike,519,15.242774566,1,79,14.137734964009294
2020-12-02,true,classic_bike,258,11.565891473,1,45,9.5352019862431021
2020-12-02,true,docked_bike,2665,12.065666041,1,609,15.977370352882293
2020-12-02,true,electric_bike,1377,10.854756718,1,119,10.200992139350374
2020-12-03,false,classic_bike,98,24,2,409,46.434944617525424
2020-12-03,false,docked_bike,480,24.477083333,1,342,36.90251086524767
2020-12-03,false,electric_bike,571,13.863397548,1,114,13.230500306832724
2020-12-03,true,classic_bike,562,12.293594306,1,97,10.183420771588157
2020-12-03,true,docked_bike,2158,12.12557924,1,317,14.794623801633422
2020-12-03,true,electric_bike,1469,11.548672566,1,117,11.153479980021524
2020-12-04,false,classic_bike,528,21.136363636,1,197,23.114429681567575
2020-12-04,false,docked_bike,205,39.736585366,2,1028,84.247248651890374
2020-12-04,false,electric_bike,658,16.223404255,1,121,15.322181289714448
2020-12-04,true,classic_bike,2630,13.033079848,1,1035,25.931498837502698
2020-12-04,true,docked_bike,463,13.021598272,1,458,31.263313674253574
2020-12-04,true,electric_bike,1571,11.968173138,1,331,14.315762716748885
2020-12-05,false,classic_bike,808,23.336633663,1,472,31.825919515769115
2020-12-05,false,docked_bike,252,43.698412698,1,1212,83.232488490598527
2020-12-05,false,electric_bike,730,16.453424658,1,133,16.674191214427236
2020-12-05,true,classic_bike,2729,13.47086845,1,1369,28.82828411192013
2020-12-05,true,electric_bike,1457,12.056280027,1,369,14.459309935626781
2020-12-06,false,classic_bike,461,27.331887202,1,1411,77.715458268752428
2020-12-06,false,docked_bike,178,40.050561798,4,343,42.569476915425248
2020-12-06,false,electric_bike,511,16.906066536,1,109,16.695939203822157
2020-12-06,true,classic_bike,2006,13.007976072,1,192,11.590509757646529
2020-12-06,true,electric_bike,1081,12.043478261,1,202,12.586755609126046
2020-12-07,false,classic_bike,333,20.78978979,1,203,27.363710064323154
2020-12-07,false,docked_bike,72,37.527777778,1,219,38.656238616174456
2020-12-07,false,electric_bike,453,15.388520971,1,143,15.993073853335943
2020-12-07,true,classic_bike,2552,11.300548589,1,191,9.822573308838864
2020-12-07,true,electric_bike,1217,11.295809367,1,184,12.250652176148847
2020-12-08,false,classic_bike,332,15.331325301,1,113,13.283692581696645
2020-12-08,false,docked_bike,68,28.558823529,5,295,38.189689998026019
2020-12-08,false,electric_bike,402,15.241293532,1,183,15.199305637400428
2020-12-08,true,classic_bike,2610,11.714176245,1,1046,22.563429329234829
2020-12-08,true,electric_bike,1252,10.662939297,1,281,12.227468696404616
2020-12-09,false,classic_bike,669,24.568011958,1,317,31.605002240163721
2020-12-09,false,docked_bike,156,41.935897436,3,1178,99.420931055220549
2020-12-09,false,electric_bike,650,16.672307692,1,220,17.240257071903695
2020-12-09,true,classic_bike,3535,12.825176803,1,930,19.075017239241713
2020-12-09,true,electric_bike,1561,12.797565663,1,351,14.393883291205515
2020-12-10,false,classic_bike,827,23.406287787,1,762,36.465674958591109
2020-12-10,false,docked_bike,250,45.94,3,1381,94.551025377835
2020-12-10,false,electric_bike,892,17.406950673,1,123,16.478933314021585
2020-12-10,true,classic_bike,3940,13.98071066,1,1242,33.583037982054265
2020-12-10,true,electric_bike,1653,12.938898972,1,480,18.748774169182969
2020-12-11,false,classic_bike,265,18.2,1,158,21.846151597538672
2020-12-11,false,docked_bike,65,39.446153846,3,894,109.4214197522209
2020-12-11,false,electric_bike,383,14.916449086,1,104,14.217384126902482
2020-12-11,true,classic_bike,2023,11.220464656,1,286,12.266195479402485
2020-12-11,true,electric_bike,1088,10.681985294,1,149,10.931015595129312
2020-12-12,false,classic_bike,225,19.644444444,1,201,27.697537440121163
2020-12-12,false,docked_bike,70,34.428571429,3,139,29.619767255076432
2020-12-12,false,electric_bike,248,13.758064516,1,107,12.969798023486382
2020-12-12,true,classic_bike,1125,11.719111111,1,956,29.54862266556766
2020-12-12,true,electric_bike,774,10.515503876,1,130,10.853815697043389
2020-12-13,false,classic_bike,619,27.552504039,2,1131,56.154314323608908
2020-12-13,false,docked_bike,146,46.801369863,1,1090,111.01595713161916
2020-12-13,false,electric_bike,656,16.922256098,1,114,16.201335906459263
2020-12-13,true,classic_bike,2204,15.2146098,1,1174,37.343779195870873
2020-12-13,true,electric_bike,1095,12.776255708,1,318,15.121009082089758
2020-12-14,false,classic_bike,323,15.708978328,2,126,15.64986908449267
2020-12-14,false,docked_bike,92,27.913043478,4,180,31.322880987321962
2020-12-14,false,electric_bike,403,13.285359801,1,75,10.989977796488812
2020-12-14,true,classic_bike,2330,10.866523605,1,61,8.5731762745199731
2020-12-14,true,electric_bike,1211,11.185796862,1,192,10.868829654391273
2020-12-15,false,classic_bike,320,17.9125,1,266,26.1478697746107
2020-12-15,false,docked_bike,69,28.057971014,3,224,32.338734372432604
2020-12-15,false,electric_bike,374,12.70855615,1,136,12.108603100204872
2020-12-15,true,classic_bike,2457,11.231176231,1,816,23.154140919451606
2020-12-15,true,electric_bike,1134,10.939153439,1,136,11.357304309918646
2020-12-16,false,classic_bike,246,19.528455285,1,203,29.261319178274903
2020-12-16,false,docked_bike,58,51.844827586,3,729,100.20217523348482
2020-12-16,false,electric_bike,348,12.925287356,1,276,17.174899610814741
2020-12-16,true,classic_bike,1991,11.013058764,1,364,11.809037657780383
2020-12-16,true,electric_bike,1107,11.290876242,1,344,14.10780335461061
2020-12-17,false,classic_bike,295,18.979661017,1,197,22.236927446434049
2020-12-17,false,docked_bike,67,36.865671642,2,194,41.744030057535412
2020-12-17,false,electric_bike,348,14.511494253,1,91,12.951828746634618
2020-12-17,true,classic_bike,2109,11.809862494,1,874,25.814422833022046
2020-12-17,true,electric_bike,1148,10.643728223,1,189,12.248276734482479
2020-12-18,false,classic_bike,461,21.74186551,1,183,28.949588992083214
2020-12-18,false,docked_bike,85,42.788235294,4,568,67.296201119536519
2020-12-18,false,electric_bike,516,15.939922481,1,478,24.934221121577615
2020-12-18,true,classic_bike,2545,11.952062868,1,360,11.802036913700704
2020-12-18,true,electric_bike,1343,11.753536858,1,203,13.616747077328222
2020-12-19,false,classic_bike,626,25.274760383,1,1376,65.6648079167563
2020-12-19,false,docked_bike,265,50.664150943,4,1372,104.35641231048928
2020-12-19,false,electric_bike,597,16.914572864,1,124,16.338373571081313
2020-12-19,true,classic_bike,2452,12.88132137,1,184,11.524328201904178
2020-12-19,true,electric_bike,1128,11.890957447,1,82,10.462004361187601
2020-12-20,false,classic_bike,564,27.95212766,1,1284,61.166580296093514
2020-12-20,false,docked_bike,217,58.589861751,2,1192,118.38962655578298
2020-12-20,false,electric_bike,562,18.980427046,1,475,26.767510472576305
2020-12-20,true,classic_bike,1894,13.665258712,1,92,10.963214243009979
2020-12-20,true,electric_bike,1037,13.295081967,1,302,17.644504771149716
2020-12-21,false,classic_bike,444,21.585585586,1,350,26.653758745957767
2020-12-21,false,docked_bike,146,41.54109589,1,932,80.732360702214379
2020-12-21,false,electric_bike,487,16.285420945,1,134,16.800393957974144
2020-12-21,true,classic_bike,2304,12.600694444,1,1340,29.556462553634756
2020-12-21,true,electric_bike,1232,11.202922078,1,126,11.023707829882081
2020-12-22,false,classic_bike,474,22.905063291,1,216,29.439085641246038
2020-12-22,false,docked_bike,139,38.985611511,1,1218,105.41906681946338
2020-12-22,false,electric_bike,465,14.511827957,1,113,14.053215676567467
2020-12-22,true,classic_bike,2467,13.220105391,1,955,31.200435247220032
2020-12-22,true,electric_bike,1264,11.61471519,1,209,12.235730719822055
2020-12-23,false,classic_bike,402,23.293532338,1,187,27.952579032841726
2020-12-23,false,docked_bike,142,32.556338028,3,177,34.6136675455832
2020-12-23,false,electric_bike,505,16.574257426,1,116,16.872701330585976
2020-12-23,true,classic_bike,2308,12.56932409,1,318,14.954522454122058
2020-12-23,true,electric_bike,1112,11.493705036,1,169,11.865248966427059
2020-12-24,false,classic_bike,93,23.075268817,1,411,48.456440156801378
2020-12-24,false,docked_bike,23,15.391304348,3,36,8.4788182648433956
2020-12-24,false,electric_bike,147,12.25170068,1,62,11.836093500500263
2020-12-24,true,classic_bike,810,10.07037037,1,193,10.35404071472027
2020-12-24,true,electric_bike,536,10.235074627,1,337,17.328712940048664
2020-12-25,false,classic_bike,103,41.514563107,1,765,97.4173151090788
2020-12-25,false,docked_bike,60,34.816666667,1,569,72.54687947956289
2020-12-25,false,electric_bike,101,19.04950495,2,127,22.095372141060572
2020-12-25,true,classic_bike,333,12.405405405,1,112,11.72767449923346
2020-12-25,true,electric_bike,244,12.573770492,1,138,15.027525582332371
2020-12-26,false,classic_bike,316,30.14556962,1,1236,90.2054845472106
2020-12-26,false,docked_bike,131,67.419847328,1,1229,181.08772089658279
2020-12-26,false,electric_bike,243,20.164609053,1,129,21.026283340198404
2020-12-26,true,classic_bike,1096,13.876824818,1,892,29.345636766263674
2020-12-26,true,electric_bike,578,12.551903114,1,213,16.262176322100853
2020-12-27,false,classic_bike,473,25.906976744,1,159,25.209393991236258
2020-12-27,false,docked_bike,248,51.733870968,1,1421,132.30186700892722
2020-12-27,false,electric_bike,416,20.689903846,1,256,24.513389080694729
2020-12-27,true,classic_bike,1574,14.379923761,1,183,13.856883426352379
2020-12-27,true,electric_bike,742,13.989218329,1,196,17.494239088219373
2020-12-28,false,classic_bike,266,22.142857143,1,197,22.931622077054538
2020-12-28,false,docked_bike,135,50.503703704,3,1069,126.99278918427257
2020-12-28,false,electric_bike,341,16.565982405,1,140,18.807542428168912
2020-12-28,true,classic_bike,1955,13.975959079,1,1298,47.164986959864166
2020-12-28,true,electric_bike,922,11.802603037,1,222,13.584158573756193
