day,IS_MEMBER,COUNT,AVG_DURATION,temp_min,temp_avg,temp_max,rain,snow,wind_avg,wind_2min_peak
2021-07-27,true,13388,13.020764864,21.7,26.8,30.6,0.0,0,3.1,7.6
2021-07-28,false,12466,24.068265683,21.1,27.2,31.1,5.3,0,3.6,9.4
2021-07-28,true,13320,12.992417417,21.1,27.2,31.1,5.3,0,3.6,9.4
2021-07-29,false,13212,24.313048744,20.6,27.6,31.7,4.3,0,6.1,14.8
2021-07-29,true,12973,13.524319741,20.6,27.6,31.7,4.3,0,6.1,14.8
2021-07-30,false,16259,24.824404945,18.3,21.3,22.8,0.0,0,4.9,10.3
2021-07-30,true,12901,13.159987598,18.3,21.3,22.8,0.0,0,4.9,10.3
2021-07-31,false,22546,29.360950945,16.1,20.8,26.7,0.0,0,2.6,6.7
2021-07-31,true,12625,15.774257426,16.1,20.8,26.7,0.0,0,2.6,6.7
2021-08-01,false,18691,29.180889198,16.7,22.1,24.4,0.0,0,4.8,8.1
2021-08-01,true,10878,15.437764295,16.7,22.1,24.4,0.0,0,4.8,8.1
2021-08-02,false,11050,27.01239819,15.6,20.4,25.6,0.0,0,2.2,5.8
2021-08-02,true,11887,13.417010179,15.6,20.4,25.6,0.0,0,2.2,5.8
2021-08-03,false,11254,26.350986316,16.7,22.0,28.3,0.0,0,1.8,5.8
2021-08-03,true,13147,13.074085343,16.7,22.0,28.3,0.0,0,1.8,5.8
2021-08-04,false,11391,24.868404881,17.8,23.8,29.4,0.0,0,1.5,6.3
2021-08-04,true,13469,13.142772292,17.8,23.8,29.4,0.0,0,1.5,6.3
2021-08-05,false,12369,24.871533673,18.9,24.4,30.6,0.0,0,3.5,7.2
2021-08-05,true,13495,13.232308262,18.9,24.4,30.6,0.0,0,3.5,7.2
2021-08-06,false,14163,25.633128574,18.9,25.0,28.3,4.8,0,4.6,13.4
2021-08-06,true,12309,13.191973353,18.9,25.0,28.3,4.8,0,4.6,13.4
2021-08-07,false,22415,28.27374526,19.4,24.6,31.7,0.0,0,3.4,5.8
2021-08-07,true,12645,15.655120601,19.4,24.6,31.7,0.0,0,3.4,5.8
2021-08-08,false,16578,28.709253227,21.7,28.2,33.3,0.8,0,5.3,13.4
2021-08-08,true,10494,15.368400991,21.7,28.2,33.3,0.8,0,5.3,13.4
2021-08-09,false,7441,22.630560409,21.1,23.7,28.3,16.3,0,4.5,9.4
2021-08-09,true,9390,11.984984026,21.1,23.7,28.3,16.3,0,4.5,9.4
2021-08-10,false,8825,23.208498584,21.1,27.2,33.9,9.7,0,3.8,16.1
2021-08-10,true,11446,12.512056614,21.1,27.2,33.9,9.7,0,3.8,16.1
2021-08-11,false,8878,22.034805136,22.2,25.4,31.1,2.3,0,6.0,14.8
2021-08-11,true,12035,12.922476111,22.2,25.4,31.1,2.3,0,6.0,14.8
2021-08-12,false,10813,23.770646444,22.2,26.7,29.4,0.0,0,4.3,12.5
2021-08-12,true,12894,12.745773228,22.2,26.7,29.4,0.0,0,4.3,12.5
2021-08-13,false,14517,25.35544534,21.1,24.4,28.9,0.0,0,2.9,5.8
2021-08-13,true,13770,13.538271605,21.1,24.4,28.9,0.0,0,2.9,5.8
2021-08-14,false,22722,29.209928703,16.7,22.7,26.7,0.0,0,2.9,5.8
2021-08-14,true,14093,16.327325623,16.7,22.7,26.7,0.0,0,2.9,5.8
2021-08-15,false,18750,30.212533333,15.6,21.4,26.7,0.0,0,2.8,6.7
2021-08-15,true,12182,16.237235265,15.6,21.4,26.7,0.0,0,2.8,6.7
2021-08-16,false,10613,26.253839631,17.2,22.4,26.7,0.0,0,2.6,6.7
2021-08-16,true,12516,13.274768297,17.2,22.4,26.7,0.0,0,2.6,6.7
2021-08-17,false,10741,23.973745461,18.9,23.4,28.9,0.0,0,2.3,5.8
2021-08-17,true,13789,12.973602147,18.9,23.4,28.9,0.0,0,2.3,5.8
2021-08-18,false,10956,24.11683096,21.1,25.1,30.0,0.0,0,3.0,6.3
2021-08-18,true,13870,13.034967556,21.1,25.1,30.0,0.0,0,3.0,6.3
2021-08-19,false,11482,23.558961853,22.2,26.2,31.1,0.0,0,2.6,6.7
2021-08-19,true,13325,12.725403377,22.2,26.2,31.1,0.0,0,2.6,6.7
2021-08-20,false,14958,24.978874181,21.1,26.6,32.8,0.0,0,2.4,6.3
2021-08-20,true,12939,13.406059201,21.1,26.6,32.8,0.0,0,2.4,6.3
2021-08-21,false,19325,27.549081501,22.8,26.5,31.1,15.2,0,3.7,9.8
2021-08-21,true,11565,15.259835711,22.8,26.5,31.1,15.2,0,3.7,9.8
2021-08-22,false,18227,31.428759533,21.1,24.6,28.3,0.0,0,3.9,7.2
2021-08-22,true,11576,16.302954388,21.1,24.6,28.3,0.0,0,3.9,7.2
2021-08-23,false,10569,26.624846248,19.4,23.9,30.6,0.0,0,2.6,6.3
2021-08-23,true,12669,12.860052096,19.4,23.9,30.6,0.0,0,2.6,6.3
2021-08-24,false,6708,22.148479428,22.2,28.1,35.0,48.5,0,3.8,17.4
2021-08-24,true,10526,11.197035911,22.2,28.1,35.0,48.5,0,3.8,17.4
2021-08-25,false,8274,21.095358956,21.7,25.9,34.4,9.9,0,2.9,9.8
2021-08-25,true,12034,11.970167858,21.7,25.9,34.4,9.9,0,2.9,9.8
2021-08-26,false,11693,23.873770632,21.1,25.2,32.2,0.0,0,2.4,5.8
2021-08-26,true,14143,12.762497349,21.1,25.2,32.2,0.0,0,2.4,5.8
2021-08-27,false,13971,23.435473481,22.8,27.1,32.8,0.0,0,2.7,6.3
2021-08-27,true,13339,13.071744509,22.8,27.1,32.8,0.0,0,2.7,6.3
2021-08-28,false,18124,27.004965791,24.4,28.7,33.3,0.0,0,3.8,7.6
2021-08-28,true,12165,14.829593095,24.4,28.7,33.3,0.0,0,3.8,7.6
2021-08-29,false,12919,27.442139484,22.2,27.5,31.7,7.1,0,4.7,10.3
2021-08-29,true,10310,14.358389913,22.2,27.5,31.7,7.1,0,4.7,10.3
2021-08-30,false,9483,24.012548771,19.4,24.6,29.4,0.0,0,2.1,6.7
2021-08-30,true,12692,12.668373779,19.4,24.6,29.4,0.0,0,2.1,6.7
2021-08-31,false,9163,20.776383281,18.9,23.7,27.8,0.0,0,3.6,9.4
2021-08-31,true,13773,12.401074566,18.9,23.7,27.8,0.0,0,3.6,9.4
2021-09-01,false,10198,21.696999412,17.2,22.9,24.4,0.0,0,5.4,9.4
2021-09-01,true,14476,12.813346228,17.2,22.9,24.4,0.0,0,5.4,9.4
2021-09-02,false,10840,22.691420664,16.7,20.8,25.6,0.0,0,2.6,6.7
2021-09-02,true,13770,12.648002905,16.7,20.8,25.6,0.0,0,2.6,6.7
2021-09-03,false,11763,23.296437984,17.8,20.9,23.9,0.3,0,3.1,5.4
2021-09-03,true,11891,12.905895215,17.8,20.9,23.9,0.3,0,3.1,5.4
2021-09-04,false,16922,28.595910649,17.2,21.2,22.8,0.0,0,3.8,7.6
2021-09-04,true,10528,14.588715805,17.2,21.2,22.8,0.0,0,3.8,7.6
2021-09-05,false,21369,32.995928682,15.6,20.8,27.8,0.0,0,3.7,8.9
2021-09-05,true,10979,16.702340832,15.6,20.8,27.8,0.0,0,3.7,8.9
2021-09-06,false,17728,32.190320397,16.1,22.2,27.8,0.0,0,2.2,6.3
2021-09-06,true,10882,16.317680573,16.1,22.2,27.8,0.0,0,2.2,6.3
2021-09-07,false,7628,20.946906135,18.3,22.4,31.1,0.0,0,4.7,11.6
2021-09-07,true,11513,11.889255624,18.3,22.4,31.1,0.0,0,4.7,11.6
2021-09-08,false,9679,22.106519269,15.0,20.9,26.1,0.0,0,4.7,9.8
2021-09-08,true,14427,12.891037638,15.0,20.9,26.1,0.0,0,4.7,9.8
2021-09-09,false,10397,21.71280177,14.4,19.4,25.0,0.0,0,2.5,5.8
2021-09-09,true,14451,12.585011418,14.4,19.4,25.0,0.0,0,2.5,5.8
2021-09-10,false,12635,23.072180451,15.0,20.3,26.7,0.0,0,2.6,6.7
2021-09-10,true,13928,13.433156232,15.0,20.3,26.7,0.0,0,2.6,6.7
2021-09-11,false,19268,27.947270085,18.3,23.1,30.6,0.0,0,3.9,8.1
2021-09-11,true,13016,14.599877074,18.3,23.1,30.6,0.0,0,3.9,8.1
2021-09-12,false,14929,27.91526559,20.0,26.0,30.6,0.0,0,4.7,9.4
2021-09-12,true,11556,14.509345794,20.0,26.0,30.6,0.0,0,4.7,9.4
2021-09-13,false,8815,24.265002836,20.0,23.7,31.1,0.0,0,2.7,7.2
2021-09-13,true,12750,12.47372549,20.0,23.7,31.1,0.0,0,2.7,7.2
2021-09-14,false,8940,21.300671141,18.9,25.1,30.0,0.0,0,6.0,10.3
2021-09-14,true,14095,12.286058886,18.9,25.1,30.0,0.0,0,6.0,10.3
2021-09-15,false,10077,22.330653964,15.0,20.2,26.1,0.0,0,2.6,6.7
2021-09-15,true,14416,12.526983907,15.0,20.2,26.1,0.0,0,2.6,6.7
2021-09-16,false,12048,22.848190571,13.9,20.4,27.8,0.0,0,2.6,6.7
2021-09-16,true,14741,13.100671596,13.9,20.4,27.8,0.0,0,2.6,6.7
2021-09-17,false,13430,24.416157856,17.8,23.8,31.7,11.4,0,3.6,8.9
2021-09-17,true,13172,13.641132706,17.8,23.8,31.7,11.4,0,3.6,8.9
2021-09-18,false,19585,28.747459791,18.9,21.9,25.0,0.0,0,4.2,7.6
2021-09-18,true,12909,15.483383686,18.9,21.9,25.0,0.0,0,4.2,7.6
2021-09-19,false,16681,28.283436245,17.8,23.1,31.7,0.0,0,2.4,6.7
2021-09-19,true,11695,15.633518598,17.8,23.1,31.7,0.0,0,2.4,6.7
2021-09-20,false,7979,21.606216318,21.1,24.3,27.8,2.0,0,5.0,11.2
2021-09-20,true,11770,12.065420561,21.1,24.3,27.8,2.0,0,5.0,11.2
2021-09-21,false,6569,19.001217841,15.6,20.6,23.9,4.3,0,5.5,9.4
2021-09-21,true,11468,11.371555633,15.6,20.6,23.9,4.3,0,5.5,9.4
2021-09-22,false,5842,17.182129408,13.3,15.4,17.2,10.2,0,7.5,12.5
2021-09-22,true,11063,11.358944229,13.3,15.4,17.2,10.2,0,7.5,12.5
2021-09-23,false,7581,18.857538583,10.6,14.4,19.4,0.0,0,4.8,8.9
2021-09-23,true,12871,11.691943128,10.6,14.4,19.4,0.0,0,4.8,8.9
2021-09-24,false,11389,21.84300641,11.1,17.1,26.1,3.0,0,5.8,11.2
2021-09-24,true,13155,13.097757507,11.1,17.1,26.1,3.0,0,5.8,11.2
2021-09-25,false,17436,25.965473733,10.0,16.3,20.6,0.0,0,4.3,8.9
2021-09-25,true,12490,14.491273018,10.0,16.3,20.6,0.0,0,4.3,8.9
2021-09-26,false,14725,28.276332767,12.2,18.9,28.3,0.0,0,5.6,11.6
2021-09-26,true,11575,14.724665227,12.2,18.9,28.3,0.0,0,5.6,11.6
2021-09-27,false,8369,23.05592066,17.2,23.0,30.6,0.0,0,5.3,9.8
2021-09-27,true,13032,12.534146716,17.2,23.0,30.6,0.0,0,5.3,9.8
2021-09-28,false,8270,20.990689238,15.6,18.8,22.8,0.0,0,4.0,6.7
2021-09-28,true,14138,12.081977649,15.6,18.8,22.8,0.0,0,4.0,6.7
2021-09-29,false,8659,20.23039612,12.8,19.4,27.8,0.0,0,2.3,5.4
2021-09-29,true,14526,12.515214099,12.8,19.4,27.8,0.0,0,2.3,5.4
2021-09-30,false,9117,20.079741143,15.0,20.4,26.7,0.0,0,2.1,6.3
2021-09-30,true,14619,12.063273822,15.0,20.4,26.7,0.0,0,2.1,6.3
