YEAR_MONTH,QUARTER,DAYOFWEEK,day,IS_MEMBER,AVG_DURATION,COUNT
2021-2,1,6,2021-02-26,true,13.115487316,2996
2021-2,1,7,2021-02-27,true,16.549440076,4197
2021-2,1,1,2021-02-28,true,14.103962505,2347
2021-3,1,2,2021-03-01,true,10.906525573,2835
2021-3,1,3,2021-03-02,true,11.923903038,3259
2021-3,1,4,2021-03-03,true,13.782598331,4195
2021-3,1,5,2021-03-04,true,11.192093885,3238
2021-3,1,6,2021-03-05,true,12.327784891,3905
2021-3,1,7,2021-03-06,true,14.415678684,4133
2021-3,1,1,2021-03-07,true,15.883914628,3842
2021-3,1,2,2021-03-08,true,14.375348189,5744
2021-3,1,3,2021-03-09,true,14.692485371,6494
2021-3,1,4,2021-03-10,true,12.763409401,5127
2021-3,1,5,2021-03-11,true,12.427895534,5284
2021-3,1,6,2021-03-12,true,13.014554275,4947
2021-3,1,7,2021-03-13,true,16.823722688,6087
2021-3,1,1,2021-03-14,true,13.019859065,3122
2021-3,1,2,2021-03-15,true,10.636612022,1830
2021-3,1,3,2021-03-16,true,12.106646526,3310
2021-3,1,4,2021-03-17,true,10.813945461,2897
2021-3,1,5,2021-03-18,true,10.864308914,2771
2021-3,1,6,2021-03-19,true,12.463337117,4405
2021-3,1,7,2021-03-20,true,15.526650367,6135
2021-3,1,1,2021-03-21,true,18.086573204,6919
2021-3,1,2,2021-03-22,true,15.357109412,6407
2021-3,1,3,2021-03-23,true,11.599897146,3889
2021-3,1,4,2021-03-24,true,13.033339308,5579
2021-3,1,5,2021-03-25,true,11.797770346,4485
2021-3,1,6,2021-03-26,true,11.779822768,4401
2021-3,1,7,2021-03-27,true,15.480162449,6402
2021-3,1,1,2021-03-28,true,14.471945591,4117
2021-3,1,2,2021-03-29,true,14.125816128,5667
2021-3,1,3,2021-03-30,true,13.764809197,6263
2021-3,1,4,2021-03-31,true,11.961160905,4686
2021-4,2,5,2021-04-01,true,11.627349159,4044
2021-4,2,6,2021-04-02,true,13.385322723,5655
2021-4,2,7,2021-04-03,true,18.630140242,8414
2021-4,2,1,2021-04-04,true,18.720200753,7173
2021-4,2,2,2021-04-05,true,14.106047198,6780
2021-4,2,3,2021-04-06,true,15.449431033,9403
2021-4,2,4,2021-04-07,true,14.731162481,8998
2021-4,2,5,2021-04-08,true,12.406405881,3809
2021-4,2,6,2021-04-09,true,15.622458858,7231
2021-4,2,7,2021-04-10,true,13.912039925,3206
2021-4,2,1,2021-04-11,true,15.840152566,5768
2021-4,2,2,2021-04-12,true,14.493974215,7136
2021-4,2,3,2021-04-13,true,13.485100287,6980
2021-4,2,4,2021-04-14,true,12.428048578,6011
2021-4,2,5,2021-04-15,true,13.251395731,6090
2021-4,2,6,2021-04-16,true,13.507021862,6907
2021-4,2,7,2021-04-17,true,15.578939869,7018
2021-4,2,1,2021-04-18,true,16.63647111,6767
2021-4,2,2,2021-04-19,true,12.752355592,4882
2021-4,2,3,2021-04-20,true,11.332503113,4818
2021-4,2,4,2021-04-21,true,11.832213398,4911
2021-4,2,5,2021-04-22,true,13.582614841,7075
2021-4,2,6,2021-04-23,true,13.61792689,7988
2021-4,2,7,2021-04-24,true,15.39244186,7568
2021-4,2,1,2021-04-25,true,14.169067627,4998
2021-4,2,2,2021-04-26,true,14.810648093,8471
2021-4,2,3,2021-04-27,true,14.921003443,10165
2021-4,2,4,2021-04-28,true,12.503478434,5031
2021-4,2,5,2021-04-29,true,13.102560264,6679
2021-4,2,6,2021-04-30,true,13.669910679,7501
2021-5,2,7,2021-05-01,true,16.776424793,10019
2021-5,2,1,2021-05-02,true,18.205842743,9653
2021-5,2,2,2021-05-03,true,13.449338496,6198
2021-5,2,3,2021-05-04,true,11.799754676,6522
2021-5,2,4,2021-05-05,true,13.356687131,8307
2021-5,2,5,2021-05-06,true,12.513926042,6355
2021-5,2,6,2021-05-07,true,13.491555331,7934
2021-5,2,7,2021-05-08,true,15.223227549,7405
2021-5,2,1,2021-05-09,true,14.466422466,4095
2021-5,2,2,2021-05-10,true,11.648245196,6297
2021-5,2,3,2021-05-11,true,12.835636656,7453
2021-5,2,4,2021-05-12,true,12.562713408,8786
2021-5,2,5,2021-05-13,true,13.586941021,9817
2021-5,2,6,2021-05-14,true,14.350274465,10566
2021-5,2,7,2021-05-15,true,14.369248522,6933
2021-5,2,1,2021-05-16,true,16.692548528,9582
2021-5,2,2,2021-05-17,true,13.88449245,9073
2021-5,2,3,2021-05-18,true,12.325157233,7950
2021-5,2,4,2021-05-19,true,13.715618417,9969
2021-5,2,5,2021-05-20,true,14.005949738,11261
2021-5,2,6,2021-05-21,true,14.395403065,12008
2021-5,2,7,2021-05-22,true,17.101043643,12648
2021-5,2,1,2021-05-23,true,16.265444671,8838
2021-5,2,2,2021-05-24,true,14.312972873,10838
2021-5,2,3,2021-05-25,true,13.071331089,10991
2021-5,2,4,2021-05-26,true,13.83717567,11755
2021-5,2,5,2021-05-27,true,11.815566836,7683
2021-5,2,6,2021-05-28,true,11.473899033,4655
2021-5,2,7,2021-05-29,true,15.585262918,8767
2021-5,2,1,2021-05-30,true,16.740484048,9090
2021-5,2,2,2021-05-31,true,17.029707658,8449
2021-6,2,3,2021-06-01,true,14.658941926,10831
2021-6,2,4,2021-06-02,true,13.746120108,11856
2021-6,2,5,2021-06-03,true,14.517548039,12594
2021-6,2,6,2021-06-04,true,14.592297265,12541
2021-6,2,7,2021-06-05,true,16.059963931,13308
2021-6,2,1,2021-06-06,true,16.589775898,11111
2021-6,2,2,2021-06-07,true,13.309559939,9885
2021-6,2,3,2021-06-08,true,14.17470306,12713
2021-6,2,4,2021-06-09,true,14.166837933,13624
2021-6,2,5,2021-06-10,true,14.523044745,13387
2021-6,2,6,2021-06-11,true,14.008952353,13516
2021-6,2,7,2021-06-12,true,16.279190245,12547
2021-6,2,1,2021-06-13,true,17.20009457,12689
2021-6,2,2,2021-06-14,true,14.046808864,12049
2021-6,2,3,2021-06-15,true,13.490257507,13087
2021-6,2,4,2021-06-16,true,13.994225911,13855
2021-6,2,5,2021-06-17,true,13.726794967,13510
2021-6,2,6,2021-06-18,true,14.373482504,12603
2021-6,2,7,2021-06-19,true,16.555672427,13310
2021-6,2,1,2021-06-20,true,15.722706909,8482
2021-6,2,2,2021-06-21,true,13.104444633,11767
2021-6,2,3,2021-06-22,true,14.10179772,13684
2021-6,2,4,2021-06-23,true,13.226598001,13204
2021-6,2,5,2021-06-24,true,12.105709877,9072
2021-6,2,6,2021-06-25,true,14.299486322,8371
2021-6,2,7,2021-06-26,true,13.744815846,6462
2021-6,2,1,2021-06-27,true,16.378981712,11647
2021-6,2,2,2021-06-28,true,12.527168732,9441
2021-6,2,3,2021-06-29,true,13.392279197,10258
2021-6,2,4,2021-06-30,true,13.229772889,11272
2021-7,3,5,2021-07-01,true,13.595678308,13143
2021-7,3,6,2021-07-02,true,13.526853818,12717
2021-7,3,7,2021-07-03,true,16.607232367,11172
2021-7,3,1,2021-07-04,true,17.120081549,9810
2021-7,3,2,2021-07-05,true,16.510387812,10108
2021-7,3,3,2021-07-06,true,13.340207053,11881
2021-7,3,4,2021-07-07,true,12.925721806,12157
2021-7,3,5,2021-07-08,true,13.048317091,12211
2021-7,3,6,2021-07-09,true,14.487744174,13259
2021-7,3,7,2021-07-10,true,15.156964657,9620
2021-7,3,1,2021-07-11,true,13.603048264,5905
2021-7,3,2,2021-07-12,true,12.302085222,11030
2021-7,3,3,2021-07-13,true,12.862905792,12568
2021-7,3,4,2021-07-14,true,13.059906812,13521
2021-7,3,5,2021-07-15,true,12.609522959,11194
2021-7,3,6,2021-07-16,true,12.933500418,11970
2021-7,3,7,2021-07-17,true,15.278200488,13537
2021-7,3,1,2021-07-18,true,16.237944596,11696
2021-7,3,2,2021-07-19,true,13.78996814,12241
2021-7,3,3,2021-07-20,true,13.041335569,13717
2021-7,3,4,2021-07-21,true,13.159860231,13737
2021-7,3,5,2021-07-22,true,13.028251445,13840
2021-7,3,6,2021-07-23,true,13.732279615,12274
2021-7,3,7,2021-07-24,true,15.019770075,11482
2021-7,3,1,2021-07-25,true,15.645222819,11534
2021-7,3,2,2021-07-26,true,13.30041487,12293
2021-7,3,3,2021-07-27,true,13.464605735,13392
2021-7,3,4,2021-07-28,true,12.992417417,13320
2021-7,3,5,2021-07-29,true,13.524319741,12973
2021-7,3,6,2021-07-30,true,13.388126792,12903
2021-7,3,7,2021-07-31,true,16.126623377,12628
2021-8,3,1,2021-08-01,true,15.846797169,10881
2021-8,3,2,2021-08-02,true,13.541975101,11888
2021-8,3,3,2021-08-03,true,13.413079848,13150
2021-8,3,4,2021-08-04,true,13.253080921,13470
2021-8,3,5,2021-08-05,true,13.339952579,13496
2021-8,3,6,2021-08-06,true,13.191973353,12309
2021-8,3,7,2021-08-07,true,16.241422925,12650
2021-8,3,1,2021-08-08,true,15.932463326,10498
2021-8,3,2,2021-08-09,true,12.459916959,9393
2021-8,3,3,2021-08-10,true,12.641914912,11447
2021-8,3,4,2021-08-11,true,12.922476111,12035
2021-8,3,5,2021-08-12,true,12.858317177,12895
2021-8,3,6,2021-08-13,true,13.75399361,13772
2021-8,3,7,2021-08-14,true,16.642877412,14096
2021-8,3,1,2021-08-15,true,16.602297907,12185
2021-8,3,2,2021-08-16,true,13.868061656,12521
2021-8,3,3,2021-08-17,true,13.296838747,13792
2021-8,3,4,2021-08-18,true,13.142095018,13871
2021-8,3,5,2021-08-19,true,12.836935314,13326
2021-8,3,6,2021-08-20,true,13.865178089,12943
2021-8,3,7,2021-08-21,true,15.901037165,11570
2021-8,3,1,2021-08-22,true,16.559077561,11578
2021-8,3,2,2021-08-23,true,12.977348066,12670
2021-8,3,3,2021-08-24,true,11.338368006,10527
2021-8,3,4,2021-08-25,true,11.970167858,12034
2021-8,3,5,2021-08-26,true,13.285906135,14148
2021-8,3,6,2021-08-27,true,13.071744509,13339
2021-8,3,7,2021-08-28,true,15.070518616,12167
2021-8,3,1,2021-08-29,true,14.358389913,10310
2021-8,3,2,2021-08-30,true,12.668373779,12692
2021-8,3,3,2021-08-31,true,12.401074566,13773
2021-9,3,4,2021-09-01,true,12.916004697,14477
2021-9,3,5,2021-09-02,true,13.187513612,13775
2021-9,3,6,2021-09-03,true,13.155805936,11893
2021-9,3,7,2021-09-04,true,14.729698927,10529
2021-9,3,1,2021-09-05,true,16.702340832,10979
2021-9,3,2,2021-09-06,true,16.453918956,10883
2021-9,3,3,2021-09-07,true,12.018412368,11514
2021-9,3,4,2021-09-08,true,13.2,14430
2021-9,3,5,2021-09-09,true,12.996333449,14455
2021-9,3,6,2021-09-10,true,13.539809032,13929
2021-9,3,7,2021-09-11,true,14.827930558,13018
2021-9,3,1,2021-09-12,true,14.637795276,11557
2021-9,3,2,2021-09-13,true,12.823414099,12753
2021-9,3,3,2021-09-14,true,12.391529512,14096
2021-9,3,4,2021-09-15,true,12.733180746,14418
2021-9,3,5,2021-09-16,true,13.403011394,14744
2021-9,3,6,2021-09-17,true,13.979354839,13175
2021-9,3,7,2021-09-18,true,15.483383686,12909
2021-9,3,1,2021-09-19,true,16.647526275,11703
2021-9,3,2,2021-09-20,true,12.065420561,11770
2021-9,3,3,2021-09-21,true,11.501264278,11469
2021-9,3,4,2021-09-22,true,11.627835517,11065
2021-9,3,5,2021-09-23,true,11.691943128,12871
2021-9,3,6,2021-09-24,true,13.210702341,13156
2021-9,3,7,2021-09-25,true,14.728946526,12492
2021-9,3,1,2021-09-26,true,15.104681292,11578
2021-9,3,2,2021-09-27,true,12.762237226,13034
2021-9,3,3,2021-09-28,true,12.292291372,14140
2021-9,3,4,2021-09-29,true,12.515214099,14526
2021-9,3,5,2021-09-30,true,12.266671226,14621
