DAY,IS_MEMBER,TYPE,AVG_DURATION,COUNT
2020-10-17,false,docked_bike,43.380188439,3927
2020-10-17,true,docked_bike,15.116583823,4426
2020-10-17,false,electric_bike,21.43747938,3031
2020-10-17,true,electric_bike,12.446185998,2871
2020-10-18,false,docked_bike,40.848739496,833
2020-10-18,true,docked_bike,13.563034188,1872
2020-10-18,false,electric_bike,16.615232443,1011
2020-10-18,true,electric_bike,10.963829787,1410
2020-10-19,false,docked_bike,33.785450062,811
2020-10-19,true,docked_bike,12.37397882,3305
2020-10-19,false,electric_bike,16.933266932,1004
2020-10-19,true,electric_bike,10.595964126,2230
2020-10-20,false,docked_bike,51.849301397,1002
2020-10-20,true,docked_bike,12.48478313,4173
2020-10-20,false,electric_bike,13.797939778,1262
2020-10-20,true,electric_bike,10.481592787,2662
2020-10-21,false,docked_bike,27.594081942,1318
2020-10-21,true,docked_bike,15.234823936,4629
2020-10-21,false,electric_bike,16.552612742,1397
2020-10-21,true,electric_bike,10.897250362,2764
2020-10-22,false,docked_bike,38.27711419,2093
2020-10-22,true,docked_bike,14.407163054,5305
2020-10-22,false,electric_bike,21.060851064,2350
2020-10-22,true,electric_bike,12.642610606,3187
2020-10-23,false,docked_bike,28.310575636,747
2020-10-23,true,docked_bike,11.334507042,2840
2020-10-23,false,electric_bike,14.720524017,1145
2020-10-23,true,electric_bike,10.516397229,2165
2020-10-24,false,docked_bike,36.103716814,2825
2020-10-24,true,docked_bike,14.696003806,4204
2020-10-24,false,electric_bike,20.559883962,2413
2020-10-24,true,electric_bike,13.463334549,2741
2020-10-25,false,docked_bike,41.793378296,1631
2020-10-25,true,docked_bike,13.660045588,3071
2020-10-25,false,electric_bike,18.714018692,1605
2020-10-25,true,electric_bike,11.531414868,2085
2020-10-26,false,docked_bike,20.99249531,533
2020-10-26,true,docked_bike,12.32160155,3097
2020-10-26,false,electric_bike,12.88375,800
2020-10-26,true,electric_bike,9.896433806,2047
2020-10-27,false,docked_bike,30.818371608,479
2020-10-27,true,docked_bike,15.969603825,2928
2020-10-27,false,electric_bike,14.624324324,740
2020-10-27,true,electric_bike,10.048142334,1911
2020-10-28,false,docked_bike,35.306066176,1088
2020-10-28,true,docked_bike,12.877358491,4452
2020-10-28,false,electric_bike,14.983333333,1320
2020-10-28,true,electric_bike,10.922784329,2629
2020-10-29,false,docked_bike,22.35704698,745
2020-10-29,true,docked_bike,12.299397763,3487
2020-10-29,false,electric_bike,12.72587532,1171
2020-10-29,true,electric_bike,10.347473968,2593
2020-10-30,false,docked_bike,26.110051993,1154
2020-10-30,true,docked_bike,12.954799391,3938
2020-10-30,false,electric_bike,15.866887417,1510
2020-10-30,true,electric_bike,11.564669973,2621
2020-10-31,false,docked_bike,38.396970764,2839
2020-10-31,true,docked_bike,15.880454141,4492
2020-10-31,false,electric_bike,21.80007734,2586
2020-10-31,true,electric_bike,12.970918705,3026
2020-11-01,false,docked_bike,45.09252669,843
2020-11-01,true,docked_bike,13.131346064,2147
2020-11-01,false,electric_bike,16.028596962,1119
2020-11-01,true,electric_bike,10.580383053,1723
2020-11-02,false,docked_bike,33.17679558,905
2020-11-02,true,docked_bike,12.468020022,3596
2020-11-02,false,electric_bike,15.21349353,1082
